#        ID    YR  MO  DY  HR MN     SC      lon      lat    depth    MAG
201406172014  2014   6  17   4  40  57.00 -97.4084  35.5974     5.47    2.7    
201406172033  2014   6  17  14  37  36.00 -97.6951  36.6921     4.98    2.6    
201406172041  2014   6  17  16  13  29.00 -97.3740  35.5908     5.05    3.0    
201406172054  2014   6  17  20  50  44.00 -97.4264  36.0792     5.54    2.5    
201406172058  2014   6  17  23   2  29.00 -97.9040  36.7380     0.99    2.6    
201406182005  2014   6  18   1  12  10.00 -97.1202  36.4564     2.75    2.5    
201406182028  2014   6  18   6  37  25.00 -96.5395  35.3454     5.00    2.6    
201406182033  2014   6  18   7   1   8.00 -97.1835  35.9772     5.57    3.4    
201406182038  2014   6  18   8  43  35.00 -97.3589  36.1087     4.74    2.6    
201406182048  2014   6  18  10  19  30.00 -97.4001  35.5974     5.32    3.0    
201406182050  2014   6  18  10   2  53.00 -97.3924  35.5956     5.00    4.1    
201406182056  2014   6  18  14  34   8.00 -97.1758  35.9758     5.96    3.2    
201406182070  2014   6  18  17  33  26.00 -97.1813  35.9774     5.00    3.1    
201406182071  2014   6  18  17   1  30.00 -97.1822  35.9762     5.31    2.6    
201406182072  2014   6  18  17  55  35.00 -97.1832  35.9753     5.00    2.5    
201406182073  2014   6  18  17  40  44.00 -97.8958  36.7210     4.09    3.0    
201406182074  2014   6  18  18  19   1.00 -97.9121  36.7227     5.00    2.6    
201406182078  2014   6  18  18  26  42.00 -97.1898  35.9772     5.00    3.2    
201406182080  2014   6  18  19  33  11.00 -97.9006  36.7230     4.58    3.6    
201406182082  2014   6  18  19  42  44.00 -97.1794  35.9756     5.63    3.2    
201406192007  2014   6  19   2  33   0.00 -96.5568  35.3682     5.00    2.7    
201406192010  2014   6  19   3  27   8.00 -97.4063  35.5997     5.00    2.7    
201406192038  2014   6  19  15   4  51.00 -97.0159  36.1683     7.41    2.5    
201406192051  2014   6  19  19  17  32.00 -97.0170  36.1669     7.14    2.5    
201406202011  2014   6  20   3   7  26.00 -97.3909  35.5903     5.96    2.5    
201406202021  2014   6  20  10  60  29.00 -97.0016  36.1953     7.27    2.9    
201406202029  2014   6  20  12  48  46.00 -97.4093  35.5994     4.67    3.1    
201406202036  2014   6  20  14  18  46.00 -97.1779  35.9750     6.49    3.3    
201406202038  2014   6  20  15  22  19.00 -97.3926  36.8900     5.39    2.5    
201406202041  2014   6  20  15  20  52.00 -97.1758  35.9753     5.24    2.5    
201406202057  2014   6  20  20  48  36.00 -98.0435  36.7416     5.75    2.9    
201406202058  2014   6  20  20  28  43.00 -97.1710  35.9755     5.00    2.6    
201406202066  2014   6  20  23  56  10.00 -97.9030  36.7256     5.00    3.9    
201406212008  2014   6  21   1  14  57.00 -97.8843  36.7197     5.00    3.0    
201406212029  2014   6  21  10  15  20.00 -97.4142  35.5987     5.48    2.6    
201406212032  2014   6  21  11  22   3.00 -97.8929  36.7200     5.00    2.5    
201406212054  2014   6  21  19  47  21.00 -97.6934  34.5517     5.00    2.9    
201406222029  2014   6  22   7  29  47.00 -97.3900  36.8857     6.98    2.7    
201406232007  2014   6  23   3  53   8.00 -97.3332  35.9876     7.81    2.5    
201406232015  2014   6  23   7  12  40.00 -97.3780  36.8851     6.79    2.7    
201406232016  2014   6  23   7   6  42.00 -97.4785  35.7739     5.39    3.2    
201406232025  2014   6  23   9  48  43.00 -97.8560  36.8521     5.12    2.8    
201406232026  2014   6  23   9   1  48.00 -97.8595  36.8534     6.10    3.3    
201406232034  2014   6  23  13  59  44.00 -97.8560  36.8512     5.63    3.4    
201406232043  2014   6  23  15  15  26.00 -97.8542  36.8550     5.00    2.9    
201406242048  2014   6  24   1  23  53.00 -97.0195  36.1692     7.12    2.9    
201406242231  2014   6  24  11  20  38.00 -98.1105  36.8522     5.00    2.8    
201406242244  2014   6  24  13   7   1.00 -97.3921  36.8833     6.13    2.6    
201406242254  2014   6  24  14  56  15.00 -97.6136  36.5993     5.57    3.0    
201406242255  2014   6  24  14  35  20.00 -97.3762  36.8843     6.79    2.8    
201406242279  2014   6  24  16  31  57.00 -97.3773  36.8840     6.14    3.2    
201406242284  2014   6  24  17  10  38.00 -97.6940  36.8710     5.00    3.0    
201406252023  2014   6  25   3  16   0.00 -97.3920  35.5920     4.89    2.5    
201406252056  2014   6  25   9  44  40.00 -97.2589  35.8843     4.47    2.7    
201406252080  2014   6  25  13  45   9.00 -98.1073  36.6384     5.72    3.3    
201406252110  2014   6  25  19  18  55.00 -96.9923  36.1671     5.00    2.7    
201406262031  2014   6  26   5  45  26.00 -97.4910  35.7716     6.58    3.6    
201406262033  2014   6  26   5  57  38.00 -97.4845  35.7683     6.30    3.5    
201406262034  2014   6  26   5  27  41.00 -97.4762  35.7674     6.41    3.1    
201406262038  2014   6  26   6  30  13.00 -97.4912  35.7749     6.17    3.3    
201406262039  2014   6  26   6   2  15.00 -97.4996  35.7784     6.69    2.9    
201406262043  2014   6  26   7  55  45.00 -98.0469  36.7550     5.77    3.2    
201406262046  2014   6  26   7  16  57.00 -98.0499  36.7578     5.72    3.0    
201406262048  2014   6  26   8  23  11.00 -98.0441  36.7560     4.94    2.8    
201406262070  2014   6  26  14  50   2.00 -97.6881  36.8682     1.59    3.2    
201406262081  2014   6  26  17  19  20.00 -97.3908  36.8963     5.00    2.5    
201406262087  2014   6  26  18  41  41.00 -96.8117  35.8290     5.00    2.6    
201406262096  2014   6  26  23   3  28.00 -97.2626  35.8863     5.00    3.7    
201406262098  2014   6  26  23  57  56.00 -97.2667  35.8909     5.19    2.5    
201406272022  2014   6  27   7  46  10.00 -97.2608  35.8839     4.76    3.5    
201406272034  2014   6  27  10  10  24.00 -97.3125  35.8855     5.00    2.7    
201406272043  2014   6  27  12  58  36.00 -97.3125  35.8856     5.47    3.3    
201406272046  2014   6  27  13  49  17.00 -96.8154  35.8324     4.67    2.8    
201406272057  2014   6  27  15   3   9.00 -97.3103  35.8856     5.00    3.6    
201406272077  2014   6  27  20  35  18.00 -97.8371  36.5649     5.00    3.1    
201406272079  2014   6  27  22   5  35.00 -97.9033  36.7186     6.06    3.7    
201406282023  2014   6  28   6  45   8.00 -98.2613  36.6833     4.96    3.0    
201406282071  2014   6  28  16  25  22.00 -96.9975  36.1980     6.14    2.9    
201406292110  2014   6  29  16  48  29.00 -97.4041  35.5958     5.50    3.0    
201406292151  2014   6  29  23  15  52.00 -97.6208  36.5977     5.00    2.7    
201406302006  2014   6  30   1  44  30.00 -97.8543  36.8531     4.48    3.0    
201406302061  2014   6  30  11  52   3.00 -97.2658  35.8858     4.51    3.2    
201406302072  2014   6  30  13   6  19.00 -97.9095  36.7201     5.00    2.5    
201406302079  2014   6  30  14  22  54.00 -97.2662  35.8799     6.20    2.6    
201406302099  2014   6  30  18  16  47.00 -96.8285  36.2953     5.00    2.6    
201406302105  2014   6  30  20   3   8.00 -97.2661  35.8824     6.20    2.5    
201406302113  2014   6  30  23  53  47.00 -97.2607  35.8845     5.00    2.9    
201407012007  2014   7   1   1  14  53.00 -97.2969  36.1521     5.00    2.5    
201407012027  2014   7   1   7  53  42.00 -97.0749  35.8247     5.64    3.0    
201407012030  2014   7   1   8  34  20.00 -97.9586  36.6507     5.00    3.2    
201407012055  2014   7   1  14  58  16.00 -97.9542  36.6490     5.00    2.8    
201407012056  2014   7   1  14   7  22.00 -97.8189  36.5831     5.00    3.1    
201407012058  2014   7   1  14  36  30.00 -97.8214  36.5818     6.06    2.5    
201407012062  2014   7   1  15  19  25.00 -97.6663  36.7936     4.32    2.7    
201407012083  2014   7   1  20  37  18.00 -97.9558  36.6469     5.84    2.8    
201407012090  2014   7   1  23  59  14.00 -97.8753  36.6583     5.61    2.7    
201407022005  2014   7   2   1  19  49.00 -97.9566  36.6501     5.00    2.6    
201407022020  2014   7   2   9  38   0.00 -97.8568  36.8540     5.00    2.8    
201407022036  2014   7   2  13  41  43.00 -97.2618  36.2772     5.69    2.6    
201407022047  2014   7   2  15  39  55.00 -97.5045  35.7530     5.00    2.7    
201407032014  2014   7   3   4  29  25.00 -96.7781  35.9412     6.67    2.5    
201407032047  2014   7   3  13  47  43.00 -97.6931  36.8600     5.00    2.5    
201407032051  2014   7   3  14  42  43.00 -98.0476  36.7556     5.00    3.1    
201407032057  2014   7   3  16   3   9.00 -96.9309  36.3842     5.00    3.0    
201407032059  2014   7   3  16   7  49.00 -97.5054  36.0453     4.64    2.5    
201407032069  2014   7   3  20  54  14.00 -97.0745  35.9358     4.66    3.2    
201407032070  2014   7   3  20  20  24.00 -98.0515  36.7602     3.98    3.0    
201407032076  2014   7   3  23  26  36.00 -97.9043  36.7181     5.00    2.6    
201407042009  2014   7   4   3  13  48.00 -97.3729  36.8861     5.00    2.8    
201407042011  2014   7   4   4  10  55.00 -97.3706  36.8940     7.05    3.2    
201407042050  2014   7   4  20   2  48.00 -97.9285  36.7233     5.00    3.0    
201407052044  2014   7   5  13  32  51.00 -96.9253  36.3849     5.00    2.6    
201407062003  2014   7   6   1  19  44.00 -97.5417  36.2157     4.92    3.3    
201407062010  2014   7   6   4  46  10.00 -97.7497  36.7497     4.82    3.3    
201407062043  2014   7   6  15   6  22.00 -97.8930  36.7273     5.00    3.1    
201407062045  2014   7   6  15  57  43.00 -98.0423  36.7541     5.00    2.8    
201407072001  2014   7   7   0  16  38.00 -97.0163  36.0893     4.07    2.5    
201407072013  2014   7   7   3   9  52.00 -98.1139  36.8557     6.96    2.7    
201407072014  2014   7   7   3   2  56.00 -97.1069  36.0189     5.00    2.8    
201407072022  2014   7   7   6   6  53.00 -98.0487  36.7575     6.03    3.0    
201407072027  2014   7   7   7  14  44.00 -98.2108  36.6773     3.62    3.2    
201407072040  2014   7   7  10  34  22.00 -97.5406  36.2133     5.05    2.5    
201407072054  2014   7   7  13  10  48.00 -97.0153  36.0907     5.04    2.6    
201407072055  2014   7   7  13  41  59.00 -97.5493  36.2108     5.00    2.5    
201407072056  2014   7   7  13  52  59.00 -97.4880  34.0870     7.40    2.5    
201407072060  2014   7   7  14  41  32.00 -97.3197  36.1188     2.34    2.6    
201407072061  2014   7   7  14  22  38.00 -97.4680  34.0713     7.73    3.2    
201407072065  2014   7   7  15  56  11.00 -97.5449  36.2116     4.95    2.5    
201407082001  2014   7   8   0  49   5.00 -97.4959  34.0746     4.21    2.8    
201407082050  2014   7   8  15  34   8.00 -98.0505  36.7581     5.00    2.8    
201407082059  2014   7   8  17  51  41.00 -97.4709  34.0652     5.00    2.9    
201407082065  2014   7   8  19  27  17.00 -97.2831  35.5821     4.39    2.9    
201407092002  2014   7   9   0  35  14.00 -97.4892  34.0663     5.00    2.9    
201407092011  2014   7   9   4  14  25.00 -97.4796  34.0708     7.98    2.5    
201407092018  2014   7   9   7   7  11.00 -97.2638  35.8823     4.67    2.7    
201407092041  2014   7   9  16  26  25.00 -97.2657  35.8824     5.15    2.5    
201407102012  2014   7  10   4  43   5.00 -96.7644  35.5377     5.00    2.5    
201407102015  2014   7  10   5  47  35.00 -97.9747  36.8699     5.48    2.6    
201407102023  2014   7  10   8  53  42.00 -97.4550  36.1485     5.17    2.6    
201407102025  2014   7  10   9  50  36.00 -98.3612  36.8061     3.71    2.9    
201407112041  2014   7  11  12   6  17.00 -97.8367  36.5600     6.40    3.4    
201407112050  2014   7  11  14  31  11.00 -97.5448  36.2956     5.00    2.8    
201407112083  2014   7  11  20   3  47.00 -97.2812  35.5802     4.74    2.6    
201407112086  2014   7  11  21  28   2.00 -97.7229  36.6774     5.24    2.5    
201407122038  2014   7  12  11  26  27.00 -97.3124  35.8628     5.00    3.2    
201407122049  2014   7  12  16  17  47.00 -97.3217  35.8653     4.00    2.9    
201407122052  2014   7  12  17  47  11.00 -97.3210  35.8637     4.05    4.0    
201407122053  2014   7  12  17  28  34.00 -97.3253  35.8580     5.00    3.1    
201407122073  2014   7  12  21  60  50.00 -97.3177  35.8779     5.00    2.5    
201407122083  2014   7  12  23  11  58.00 -97.3193  36.1241     2.02    2.6    
201407132005  2014   7  13   0  57  57.00 -97.3040  35.8722     5.42    2.6    
201407132008  2014   7  13   1  19  47.00 -97.3129  35.8649     3.44    2.6    
201407132009  2014   7  13   1  45  57.00 -97.3119  35.8713     5.00    2.9    
201407132013  2014   7  13   2  23   8.00 -97.3069  35.8695     5.00    2.7    
201407132014  2014   7  13   2  32  38.00 -97.3114  35.8713     4.62    2.8    
201407132016  2014   7  13   3  41   6.00 -97.3029  35.8748     2.63    2.6    
201407132027  2014   7  13   5  50  20.00 -97.1556  35.5244     6.00    2.8    
201407132032  2014   7  13   7  54   3.00 -97.2783  35.5765     4.36    2.9    
201407132042  2014   7  13  11  50  34.00 -96.9546  36.2848     5.00    2.7    
201407132044  2014   7  13  11   4  55.00 -97.1566  35.5200     6.72    2.5    
201407132050  2014   7  13  14  27  39.00 -97.3158  35.8667     4.82    2.8    
201407132052  2014   7  13  14   2  51.00 -97.3237  35.8588     4.83    3.0    
201407132072  2014   7  13  21  36  18.00 -97.3215  36.1229     5.00    2.5    
201407142017  2014   7  14   6  18  35.00 -97.8847  36.7140     5.00    2.5    
201407142020  2014   7  14   7  51  15.00 -97.8880  36.7130     5.00    3.9    
201407142032  2014   7  14  10   1  19.00 -97.3269  35.6615    14.44    2.7    
201407142035  2014   7  14  11  14   6.00 -97.8804  36.7211     5.00    2.7    
201407142054  2014   7  14  16  35   1.00 -97.4151  35.8161     4.26    2.5    
201407142057  2014   7  14  16  14  50.00 -97.3092  35.8721     5.12    3.3    
201407142070  2014   7  14  22  17  24.00 -98.0144  36.7477     5.00    2.5    
201407142075  2014   7  14  23  47  37.00 -97.3072  35.8702     4.65    2.5    
201407152006  2014   7  15   0   5  45.00 -97.3135  35.8671     4.77    2.5    
201407152028  2014   7  15   7  17  19.00 -97.1543  35.5240     6.55    3.5    
201407152032  2014   7  15   9  41   8.00 -97.1588  35.5243     6.65    3.9    
201407152039  2014   7  15  10  54  47.00 -97.7474  36.7496     4.84    3.0    
201407152055  2014   7  15  13  15  51.00 -97.2421  35.5478     6.09    2.7    
201407152086  2014   7  15  23  48  28.00 -97.4259  36.0970     5.00    2.7    
201407152087  2014   7  15  23  20  47.00 -96.9690  35.9707     5.00    2.6    
201407162008  2014   7  16   2  10  36.00 -97.4064  36.1995     5.00    2.5    
201407162010  2014   7  16   2  17  54.00 -97.2029  35.7161     4.59    2.8    
201407162016  2014   7  16   5  16  51.00 -97.6864  36.6319     5.00    2.8    
201407162024  2014   7  16   8  58  58.00 -97.8552  36.8539     5.00    2.7    
201407162026  2014   7  16   9   6  18.00 -97.6662  36.7946     5.20    2.5    
201407162064  2014   7  16  23  14   2.00 -97.1556  35.5236     6.76    2.8    
201407162068  2014   7  16  23  58  35.00 -97.2789  35.5787     4.68    2.6    
201407172002  2014   7  17   0  59   9.00 -97.3224  35.8602     5.00    2.6    
201407172021  2014   7  17   7  35  34.00 -97.5722  36.3037     5.16    2.7    
201407172032  2014   7  17  10  56  27.00 -97.2333  35.5000     6.96    2.6    
201407172057  2014   7  17  14  49  58.00 -97.3187  35.8671     5.00    2.7    
201407172059  2014   7  17  15  25  35.00 -98.2139  36.6766     5.00    2.5    
201407172084  2014   7  17  21  45  57.00 -97.6381  36.1162     5.28    2.7    
201407182001  2014   7  18   0  48  15.00 -97.1558  35.5233     6.48    2.7    
201407182007  2014   7  18   1  28  37.00 -97.3193  36.1210     4.96    3.0    
201407182008  2014   7  18   1  37  59.00 -97.3173  35.8703     4.60    2.9    
201407182054  2014   7  18  13  13  41.00 -98.2098  36.6750     5.00    3.3    
201407182058  2014   7  18  14   4  22.00 -98.2116  36.6762     5.00    2.5    
201407182079  2014   7  18  21  32  56.00 -97.3912  35.5905     6.43    2.7    
201407192009  2014   7  19   2  46  14.00 -98.0060  36.9272     4.06    2.6    
201407192013  2014   7  19   4  51   4.00 -97.3065  35.8783     5.00    2.6    
201407202045  2014   7  20  12  16  28.00 -97.5439  36.2975     6.75    2.9    
201407222008  2014   7  22   2  33   8.00 -97.3934  35.5916     6.14    2.9    
201407222020  2014   7  22   6   6  23.00 -97.2312  35.4995     6.64    2.6    
201407222052  2014   7  22  17  10  28.00 -97.4137  35.8140     4.18    2.6    
201407222053  2014   7  22  17  30  50.00 -98.2137  36.6548     4.25    2.6    
201407232001  2014   7  23   0  15  25.00 -97.4190  35.8160     4.00    2.6    
201407232004  2014   7  23   2  26   2.00 -97.3091  35.8782     5.26    3.3    
201407232006  2014   7  23   2  55  29.00 -97.6760  36.3020     5.00    2.5    
201407232015  2014   7  23   5  13  58.00 -97.3059  35.8779     4.99    3.1    
201407232031  2014   7  23  14  47   3.00 -97.3048  35.8787     5.10    2.9    
201407242016  2014   7  24  10  28  27.00 -97.4522  35.7707     5.00    2.9    
201407252015  2014   7  25   4  52  56.00 -98.2800  36.6620     0.70    3.4    
201407272025  2014   7  27   9   6  28.00 -97.4699  36.2926     0.70    2.8    
201407272054  2014   7  27  20  11  39.00 -97.8497  36.8181     2.77    2.9    
201407272059  2014   7  27  22  20  19.00 -96.8090  36.1440     0.05    3.2    
201407282061  2014   7  28  15   4   8.00 -98.4060  36.7470     4.20    3.0    
201407282084  2014   7  28  22  51  26.00 -98.4080  36.7469     4.76    3.3    
201407292008  2014   7  29   2  36  46.00 -98.0453  36.7561     5.29    4.3    
201407292019  2014   7  29   7  52  39.00 -98.0394  36.7500     5.67    2.7    
201407302047  2014   7  30  16  33  21.00 -97.4270  35.7190     5.10    3.3    
201407302050  2014   7  30  16   1  38.00 -97.4240  35.7160     5.00    2.6    
201407302052  2014   7  30  16  59  46.00 -97.4260  35.7180     5.00    3.3    
201407302066  2014   7  30  20  13  59.00 -97.4202  35.7215     5.35    2.6    
201407302072  2014   7  30  23   3  48.00 -97.4320  35.7185     5.00    3.2    
201407312017  2014   7  31   6  53   0.00 -96.9468  35.6191     5.00    2.9    
201407312018  2014   7  31   6  31   9.00 -97.5430  36.3006     5.00    3.2    
201407312027  2014   7  31  10   4  46.00 -97.4655  36.1502     5.00    2.8    
201407312062  2014   7  31  23  20  28.00 -97.6107  36.5823     5.29    3.2    
201408012009  2014   8   1   5  48  14.00 -96.9502  35.6113     4.20    2.5    
201408012015  2014   8   1   6  54  19.00 -97.3500  36.3672     5.81    2.6    
201408012035  2014   8   1  14  21  19.00 -98.0449  36.7498     4.60    3.1    
201408012036  2014   8   1  14  28  44.00 -98.0439  36.7621    11.68    3.2    
201408022006  2014   8   2   1  30  44.00 -98.0690  36.7730     5.80    3.1    
201408022010  2014   8   2   4  52  21.00 -97.4245  35.8164     3.76    2.7    
201408022030  2014   8   2  10   6  24.00 -97.4229  35.8119     5.00    2.5    
201408022059  2014   8   2  19  13   3.00 -97.8511  36.8531     5.00    2.7    
201408022071  2014   8   2  22  38  34.00 -97.0031  36.1970     6.65    2.7    
201408032027  2014   8   3   4  58  57.00 -97.4770  35.7720     6.70    3.2    
201408032058  2014   8   3  12  27  21.00 -97.4241  35.8178     3.77    3.0    
201408032080  2014   8   3  17   6  11.00 -96.9408  35.6140     5.59    3.1    
201408032094  2014   8   3  21  38  10.00 -97.3260  35.8599     4.98    2.7    
201408042007  2014   8   4   2  26  38.00 -97.8801  36.7298     5.00    2.7    
201408042036  2014   8   4  11  47  49.00 -97.2340  35.4980     7.00    2.6    
201408042040  2014   8   4  12  14  42.00 -97.4203  35.8148     4.26    2.8    
201408042052  2014   8   4  15  43  30.00 -97.4200  35.8150     3.70    3.3    
201408042063  2014   8   4  18   2  23.00 -97.4066  35.5977     6.39    3.2    
201408042071  2014   8   4  20  10  16.00 -97.3865  35.8438     5.00    2.7    
201408052006  2014   8   5   3  27  29.00 -97.5593  36.2946     6.34    2.7    
201408052010  2014   8   5   5  52  40.00 -98.2132  36.6777     4.88    2.8    
201408052020  2014   8   5  11  18  46.00 -97.7400  35.9430     5.00    2.5    
201408052026  2014   8   5  12  52  45.00 -97.0310  36.0250     4.23    2.7    
201408052031  2014   8   5  13   7  59.00 -98.1460  36.6710     5.00    2.8    
201408052032  2014   8   5  14  12   4.00 -97.4250  35.8160     4.20    2.7    
201408052044  2014   8   5  17  57   9.00 -97.9890  36.8180     4.20    3.3    
201408052055  2014   8   5  18   1  30.00 -97.0910  36.0220     5.00    2.8    
201408052062  2014   8   5  21   8   1.00 -97.5000  36.2880     5.00    2.7    
201408062026  2014   8   6  10   3  56.00 -98.4182  36.7194     5.00    2.6    
201408062038  2014   8   6  15  51  21.00 -97.3890  35.8410     5.00    2.7    
201408062039  2014   8   6  16  45   6.00 -97.6060  36.5810     5.00    3.0    
201408072041  2014   8   7  16  44   3.00 -97.2770  35.5776     5.31    3.0    
201408072044  2014   8   7  16  21  39.00 -97.9961  36.8175     5.39    3.2    
201408082036  2014   8   8  18  48   7.00 -97.4290  35.8200     5.00    3.3    
201408082040  2014   8   8  20  57  21.00 -97.4201  35.8158     3.90    3.3    
201408082043  2014   8   8  20  38  45.00 -97.4172  35.8142     4.16    3.0    
201408082044  2014   8   8  20  40  58.00 -97.4221  35.8156     3.81    3.0    
201408092021  2014   8   9   9  26  58.00 -97.4198  35.8134     4.04    2.7    
201408102002  2014   8  10   0   6  53.00 -97.4205  35.8156     4.23    2.7    
201408102022  2014   8  10  10  34   2.00 -97.4140  36.2001     4.47    2.5    
201408102034  2014   8  10  14  11   7.00 -97.8720  36.8600     4.50    2.8    
201408102035  2014   8  10  14  15  19.00 -97.8700  36.8600     5.30    2.8    
201408102038  2014   8  10  14  27  54.00 -97.8630  36.8590     5.00    3.3    
201408102058  2014   8  10  22   4  29.00 -97.1224  36.2885     5.00    3.3    
201408112004  2014   8  11   0  32  38.00 -97.4815  35.7745     4.32    2.7    
201408112012  2014   8  11   2  17  54.00 -96.7678  35.9457     5.00    2.7    
201408112013  2014   8  11   3  12   6.00 -96.7622  35.9478     5.80    2.5    
201408112016  2014   8  11   4  50  18.00 -97.9948  36.8162     5.00    2.5    
201408112026  2014   8  11   6  40  25.00 -98.1569  36.5560     5.00    2.6    
201408112046  2014   8  11  13  11  13.00 -97.5540  36.2210     5.00    2.6    
201408122025  2014   8  12  12  19  34.00 -97.5140  36.0440     5.00    3.0    
201408132012  2014   8  13   4  26  11.00 -97.8288  35.0159     5.00    2.5    
201408132050  2014   8  13  15  28  44.00 -97.6850  36.6268     5.64    3.3    
201408142018  2014   8  14   6   9  19.00 -98.2728  36.6572     5.00    2.7    
201408142024  2014   8  14   8  40  26.00 -97.5610  36.2168     5.00    2.5    
201408142039  2014   8  14  14  32  15.00 -97.3225  35.8614     5.12    3.2    
201408142042  2014   8  14  16   5  38.00 -96.4940  35.3781     5.00    2.8    
201408142046  2014   8  14  17  51  32.00 -97.3228  35.8687     5.00    2.5    
201408142052  2014   8  14  19  38   4.00 -97.1216  36.3609     5.00    2.7    
201408142063  2014   8  14  23  33  20.00 -97.1233  36.3608     4.88    2.5    
201408152011  2014   8  15   2  35  49.00 -97.1376  35.8761     3.66    2.9    
201408152030  2014   8  15  12   2   9.00 -97.7463  36.8117     4.22    2.5    
201408162022  2014   8  16  10  25  54.00 -97.8714  36.8611     6.10    3.4    
201408172009  2014   8  17   2  43  13.00 -97.9192  36.7238     5.00    2.9    
201408172016  2014   8  17   6  43  18.00 -97.8730  36.8605     5.01    3.4    
201408172019  2014   8  17   6  10  31.00 -97.8693  36.8516     5.00    3.2    
201408172022  2014   8  17   7  37  28.00 -97.8671  36.8546     4.79    2.7    
201408172023  2014   8  17   7  26  29.00 -97.8609  36.8481     5.00    2.6    
201408172040  2014   8  17  13  31  43.00 -97.2596  36.2779     5.09    2.9    
201408172045  2014   8  17  15   6  59.00 -97.8714  36.8584     5.00    3.1    
201408172052  2014   8  17  16   8  35.00 -97.8712  36.8527     4.81    3.1    
201408172054  2014   8  17  16   8  50.00 -98.3460  36.7448     4.89    2.6    
201408172069  2014   8  17  23  32  30.00 -97.8678  36.8577     5.00    2.9    
201408182002  2014   8  18   1  57  25.00 -98.2541  36.8395     3.00    3.7    
201408182008  2014   8  18   2   9  50.00 -96.4870  35.3720     5.00    3.5    
201408182036  2014   8  18   7  47  11.00 -97.0914  36.4018     5.00    2.6    
201408182052  2014   8  18  13  56   7.00 -96.8345  36.1347     7.99    2.5    
201408182056  2014   8  18  14  43  40.00 -97.6944  36.2962     4.30    2.6    
201408182065  2014   8  18  16  46  22.00 -96.6968  36.1723     4.16    2.5    
201408182080  2014   8  18  19  24  14.00 -98.1880  36.6317     5.00    3.4    
201408182085  2014   8  18  19  32  53.00 -97.9824  36.8259     6.82    2.6    
201408192004  2014   8  19   0  39  36.00 -96.8752  36.3147     4.45    2.5    
201408192052  2014   8  19  12  28   4.00 -97.5574  36.0736     4.27    2.7    
201408192056  2014   8  19  12  36  41.00 -97.4677  35.7727     4.51    4.4    
201408192057  2014   8  19  12  28  44.00 -97.4660  35.7681     4.51    2.9    
201408192058  2014   8  19  12  51  45.00 -97.4791  35.7696     5.00    2.5    
201408192062  2014   8  19  13  54  16.00 -97.3782  35.5916     5.71    2.5    
201408192079  2014   8  19  17  33  15.00 -97.4413  35.8097     3.99    2.7    
201408192096  2014   8  19  23  17   7.00 -97.4698  35.7641     5.00    2.7    
201408202005  2014   8  20   0  13  42.00 -97.6629  36.9604     6.28    2.5    
201408202025  2014   8  20  11  39   1.00 -97.2625  35.8832     4.46    3.1    
201408202026  2014   8  20  11  13   3.00 -97.2646  35.8828     5.00    2.7    
201408202029  2014   8  20  11  59  31.00 -97.2634  35.8860     4.89    3.3    
201408202032  2014   8  20  12  57   1.00 -97.2638  35.8851     4.52    2.7    
201408202033  2014   8  20  12  40  27.00 -97.8673  36.8571     5.00    3.0    
201408202034  2014   8  20  12   6  38.00 -97.2688  35.8829     5.00    3.0    
201408202038  2014   8  20  13  27  52.00 -97.2681  35.8862     4.47    2.5    
201408202060  2014   8  20  22   0  54.00 -97.0826  36.2563     5.00    2.8    
201408212023  2014   8  21   5   1  36.00 -97.1666  35.5196     5.00    2.6    
201408212031  2014   8  21   7  53   9.00 -97.0819  36.2570     7.95    2.7    
201408212032  2014   8  21   7  38  41.00 -97.4987  35.7629     4.73    2.8    
201408212050  2014   8  21  12   2  51.00 -99.0323  36.4996     5.00    2.7    
201408212059  2014   8  21  15  49  55.00 -99.0170  36.5134     5.00    2.6    
201408222012  2014   8  22   3  53   1.00 -97.2019  35.9365     5.00    2.6    
201408222014  2014   8  22   3  58   9.00 -97.2015  35.9377     5.00    2.6    
201408222030  2014   8  22   8  57   6.00 -97.8554  36.9724     5.00    2.7    
201408222038  2014   8  22  10  34  22.00 -99.0216  36.5116     5.00    2.6    
201408222043  2014   8  22  11  41  22.00 -99.0278  36.5084     7.50    2.8    
201408222051  2014   8  22  14  49   0.00 -98.9986  36.5105     5.00    2.7    
201408222072  2014   8  22  19  11  23.00 -98.2553  36.8594     3.36    3.1    
201408232018  2014   8  23  11  34   6.00 -97.4358  35.8135     5.24    3.0    
201408232019  2014   8  23  11  13  22.00 -97.9197  36.7201     5.00    3.3    
201408252006  2014   8  25   2  30  12.00 -97.4314  35.8180     4.27    2.7    
201408252008  2014   8  25   2  22  13.00 -97.4331  35.8172     4.77    2.9    
201408252038  2014   8  25  13  42  22.00 -96.8755  36.1810     5.00    2.8    
201408252043  2014   8  25  14  44  49.00 -96.8814  36.3116     4.27    2.9    
201408252051  2014   8  25  17  14  42.00 -97.4816  36.2841     5.00    2.6    
201408252067  2014   8  25  21   7  41.00 -97.3161  36.1175     5.08    3.3    
201408262018  2014   8  26   7   4  59.00 -97.8645  36.8546     3.21    2.6    
201408262029  2014   8  26  13  18   7.00 -97.5474  36.2141     5.25    2.5    
201408262031  2014   8  26  13  35  53.00 -97.1614  35.5210     7.58    2.5    
201408262034  2014   8  26  16  10   5.00 -97.4346  35.8168     5.00    3.1    
